Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-1032.627	-1220.981	188.3541	0.4301854	1.314072	1.972138
6	-1039.078	-1228.301	189.2238	0.4125534	1.415411	1.291268
12	-1032.101	-1221.52	189.4188	0.415636	1.638127	0.8977759
18	-1030.778	-1220.197	189.4186	0.4088096	1.651247	0.8977759
24	-1032.741	-1222.01	189.2694	0.4354818	1.58547	1.066623
30	-1031.047	-1220.386	189.3387	0.3655252	1.679902	1.039155
36	-1027.226	-1216.092	188.8662	0.530308	1.856569	1.039155
42	-1023.574	-1212.423	188.8495	0.4632405	1.628625	1.346934
48	-1039.09	-1228.089	188.9991	0.5319265	1.628158	1.125636
54	-1044.652	-1233.475	188.8238	0.5752011	1.747825	1.115635
60	-1049.945	-1239.034	189.0888	0.3226708	1.504678	1.471287
66	-1033.48	-1222.142	188.6611	0.3654606	1.212615	1.918146
72	-1032.106	-1220.256	188.1496	0.537319	1.259346	2.023853
78	-1032.979	-1221.952	188.9727	0.4175643	1.247409	1.604753
84	-1046.375	-1234.767	188.3922	0.597628	0.9578232	2.002352
90	-1041.113	-1229.427	188.3144	0.3731179	0.9755647	2.291068
96	-1051.278	-1238.021	186.743	0.5602194	0.9755647	3.057627
102	-1029.167	-1216.804	187.637	0.4308262	0.90123	2.69208
108	-1036.444	-1222.859	186.4154	0.5927071	0.9599302	3.232788
114	-1028.745	-1216.962	188.2169	0.359344	0.9509569	2.386649
120	-1029.229	-1216.064	186.8348	0.4550448	0.9608116	3.114501
126	-1030.148	-1217.494	187.3462	0.3635164	0.9306222	2.93048
132	-1041.576	-1228.353	186.7767	0.5442448	1.03887	3.014323
138	-1042.742	-1229.952	187.2104	0.5442448	1.17204	2.670267
144	-1046.016	-1234.07	188.0542	0.5442448	1.221524	2.104617
150	-1033.786	-1222.088	188.3016	0.3641475	1.294626	2.104617
156	-1037.051	-1225.294	188.243	0.4555546	1.180848	2.103746
162	-1037.225	-1224.57	187.3448	0.4939117	0.9957707	2.745675
168	-1036.625	-1225.188	188.5626	0.4520527	1.183115	1.893239
174	-1035.566	-1224.542	188.9767	0.3148787	1.112485	1.845422
180	-1045.35	-1232.955	187.6052	0.4088401	1.046065	2.647803
186	-1057.034	-1245.706	188.6724	0.482312	1.254294	1.731986
192	-1038.38	-1227.677	189.297	0.4460407	1.723623	0.8754382
198	-1047.111	-1236.317	189.2056	0.4460407	1.617573	1.078497
204	-1050.108	-1239.198	189.0908	0.3767764	1.51577	1.373121
210	-1046.146	-1235.281	189.1353	0.4227886	1.51577	1.265778
216	-1047.084	-1236.473	189.3895	0.3823565	1.51577	1.11328
222	-1041.208	-1230.639	189.4308	0.4211622	1.509966	1.009156
228	-1049.294	-1238.366	189.0719	0.5290716	1.370019	1.287895
234	-1047.513	-1235.683	188.1707	0.5290716	1.294898	1.994788
240	-1045.263	-1233.777	188.5145	0.3076044	1.346177	2.010923
246	-1043.941	-1232.41	188.4684	0.344473	0.9292462	2.260095
252	-1041.78	-1230.184	188.4041	0.4369268	1.188113	2.014573
258	-1029.851	-1216.887	187.0364	0.4369268	0.9517135	3.018871
264	-1041.721	-1229.182	187.4612	0.4533697	0.9149337	2.766469
270	-1034.577	-1223.231	188.6541	0.4577933	1.231478	1.790244
276	-1033.857	-1222.986	189.1287	0.3689741	1.414843	1.434266
282	-1035.43	-1223.313	187.8828	0.4455216	1.261891	2.29601
288	-1035.47	-1224.065	188.5945	0.5088631	1.154838	1.824622
294	-1042.098	-1230.761	188.6623	0.3075932	1.276715	1.958548
300	-1028.541	-1217.536	188.9946	0.4333782	1.316817	1.516118
306	-1032.223	-1220.967	188.7441	0.3523074	1.349482	1.786208
312	-1036.26	-1224.426	188.1659	0.5169744	1.174628	2.090436
318	-1033.902	-1222.136	188.2343	0.4554828	1.209992	2.090436
324	-1049.337	-1237.698	188.3616	0.3741529	1.266501	2.07029
330	-1036.726	-1225.701	188.9748	0.3626215	1.283073	1.655306
336	-1034.219	-1223.62	189.4012	0.3174105	1.320177	1.381837
342	-1035.139	-1223.749	188.6097	0.3614786	1.116739	2.022294
348	-1039.844	-1229.046	189.2018	0.3614786	1.266367	1.503073
354	-1030.884	-1220.162	189.2781	0.3630194	1.366685	1.365008
360	-1021.043	-1209.88	188.8369	0.4124531	1.519274	1.511678
366	-1035.575	-1224.255	188.6804	0.5430229	1.418115	1.537016
372	-1033.311	-1220.868	187.5576	0.3956266	1.203718	2.595468
378	-1031.528	-1219.223	187.6946	0.4201016	1.020137	2.595468
384	-1038.862	-1227.2	188.3379	0.4201016	1.098577	2.137536
390	-1025.42	-1214.295	188.8753	0.326022	1.438141	1.671338
396	-1023.455	-1212.725	189.2696	0.3280895	1.324394	1.461825
402	-1032.652	-1221.705	189.0523	0.4855211	1.419389	1.321505
408	-1021.104	-1210.534	189.4297	0.3723178	1.696542	0.914548
414	-1026.788	-1215.975	189.1865	0.4549411	1.638137	1.062208
420	-1032.764	-1222.183	189.419	0.3704762	1.737331	0.884922
426	-1028.554	-1217.773	189.2191	0.4641254	1.752846	0.8947795
432	-1035.546	-1224.913	189.3663	0.3697603	1.80325	0.8712369
438	-1036.167	-1225.251	189.0831	0.4979357	1.715827	1.016142
444	-1032.147	-1221.698	189.5513	0.365215	1.533561	0.9739104
450	-1040.044	-1229.66	189.6153	0.3560117	1.693367	0.7215958
456	-1040.079	-1229.298	189.2192	0.4825336	1.852368	0.7215958
462	-1033.685	-1222.995	189.3097	0.4872516	1.703343	0.7958258
468	-1034.403	-1223.539	189.1358	0.5572053	1.620557	0.9637356
474	-1037.198	-1226.182	188.9845	0.668396	1.494984	1.07884
480	-1046.917	-1235.995	189.0778	0.4684534	1.301121	1.417577
486	-1045.588	-1233.96	188.3723	0.4944186	1.107849	2.022688
492	-1046.046	-1233.924	187.8778	0.4944186	1.109745	2.342341
